顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C12247,548.0,0.25,7,1158.922139,1330.173932,548.0,0.25,0.0,0.0,660.523355,0.25,5,5000.0
C12248,0.0,0.0,0,746.145517,477.944936,0.0,0.0,0.0,0.0,510.618121,0.25,3,2100.0
C12249,250.0,0.083333,1,864.527484,867.201399,250.0,0.083333,0.0,0.0,2804.350229,0.333333,7,3000.0
C12250,883.94,1.0,15,2790.54214,1419.287973,741.44,1.0,142.5,0.25,0.0,0.0,0,6000.0
C12251,1650.52,1.0,21,1916.054676,1698.885114,0.0,0.0,1650.52,1.0,1025.434108,0.083333,2,2500.0
C12252,0.0,0.0,0,773.831303,671.834242,0.0,0.0,0.0,0.0,185.909531,0.083333,1,3000.0
C12253,1015.91,0.916667,23,938.131271,807.263772,293.41,0.333333,722.5,0.833333,0.0,0.0,0,10500.0
C12254,237.99,0.166667,2,543.788113,195.089406,237.99,0.166667,0.0,0.0,0.0,0.0,0,4500.0
C12255,1261.99,0.5,16,18.496532,1151.777196,1141.99,0.416667,120.0,0.416667,0.0,0.0,0,3000.0
C12256,2405.97,1.0,36,2105.342196,188.130216,2182.22,0.916667,223.75,0.416667,0.0,0.0,0,10000.0
C12257,0.0,0.0,0,1748.960475,1291.809944,0.0,0.0,0.0,0.0,2744.808962,0.166667,3,6000.0
C12258,0.0,0.0,0,1927.253932,523.282646,0.0,0.0,0.0,0.0,3130.155158,0.333333,5,3500.0
C12260,0.0,0.0,0,281.884143,395.69903,0.0,0.0,0.0,0.0,1259.175202,0.5,7,2500.0
C12261,0.0,0.0,0,658.61387,582.879568,0.0,0.0,0.0,0.0,256.100571,0.083333,1,3000.0
C12262,160.0,0.083333,1,692.776517,389.63531,160.0,0.083333,0.0,0.0,2956.595415,0.25,4,3000.0
C12263,1.0,0.083333,1,944.992262,947.691932,1.0,0.083333,0.0,0.0,859.297788,0.083333,2,7000.0
C12264,542.94,0.416667,8,955.283993,163.678855,0.0,0.0,542.94,0.416667,0.0,0.0,0,4000.0
C12265,0.0,0.0,0,1599.792795,2715.036678,0.0,0.0,0.0,0.0,9596.316702,0.181818,6,13000.0
C12266,958.73,0.916667,30,1187.648889,3167.849654,0.0,0.0,958.73,0.833333,0.0,0.0,0,1500.0
C12267,59.4,0.083333,1,1502.934235,213.16029,59.4,0.083333,0.0,0.0,2734.176725,0.5,11,10000.0
C12268,273.8,0.083333,1,174.52575,259.524372,273.8,0.083333,0.0,0.0,0.0,0.0,0,5500.0
C12269,0.0,0.0,0,1003.664133,654.301721,0.0,0.0,0.0,0.0,2506.67355,0.5,10,4000.0
C12270,282.62,0.416667,5,388.872739,149.884294,33.62,0.083333,249.0,0.25,0.0,0.0,0,6000.0
C12271,73.8,0.333333,4,514.586639,324.359117,0.0,0.0,73.8,0.333333,595.036388,0.416667,6,2000.0
C12272,2289.92,0.75,37,2065.553347,446.67084,1584.4,0.583333,705.52,0.416667,0.0,0.0,0,10500.0
C12273,3591.81,1.0,74,8438.775135,768.82697,2452.56,0.818182,1139.25,0.818182,554.07167,0.090909,2,10450.0
C12274,3387.47,1.0,86,1312.481879,1245.153414,1938.13,1.0,1449.34,1.0,0.0,0.0,0,8500.0
C12275,793.1,0.583333,13,1261.909483,1290.536388,793.1,0.583333,0.0,0.0,6245.023709,0.5,15,10000.0
C12276,254.37,0.75,10,206.073166,128.455136,0.0,0.0,254.37,0.666667,0.0,0.0,0,4000.0
C12277,2338.83,0.916667,42,6545.07776,223.469126,2338.83,0.916667,0.0,0.0,1959.553078,0.166667,2,7500.0
C12278,324.6,1.0,12,320.218246,174.11997,0.0,0.0,324.6,1.0,0.0,0.0,0,3000.0
C12279,90.0,0.083333,1,1566.916181,2091.528879,90.0,0.083333,0.0,0.0,4032.071583,0.583333,13,11150.0
C12280,0.0,0.0,0,540.400104,288.438136,0.0,0.0,0.0,0.0,442.372527,0.166667,2,1500.0
C12281,2217.94,1.0,16,3075.113742,4231.06356,990.46,0.166667,1227.48,1.0,3533.146705,0.25,5,10500.0
C12282,22.68,0.083333,1,906.092735,224.709183,0.0,0.0,22.68,0.083333,0.0,0.0,0,11500.0
C12283,8.4,1.0,12,1001.17541,1917.458466,8.4,1.0,0.0,0.0,0.0,0.0,0,7500.0
C12284,0.0,0.0,0,1868.475426,1486.185877,0.0,0.0,0.0,0.0,3454.101774,0.416667,12,6500.0
C12285,1109.91,0.5,21,2137.485075,89.478836,1109.91,0.5,0.0,0.0,0.0,0.0,0,9500.0
C12286,2555.91,1.0,20,12020.18009,159.547502,694.89,0.363636,1861.02,0.727273,0.0,0.0,0,5000.0
C12287,2289.42,1.0,37,2184.371316,188.333341,1227.08,1.0,1062.34,0.666667,0.0,0.0,0,9500.0
C12288,565.0,0.25,3,2511.315474,471.295665,565.0,0.25,0.0,0.0,0.0,0.0,0,2200.0
C12289,2061.55,1.0,30,2200.93868,450.459621,369.55,1.0,1692.0,1.0,0.0,0.0,0,8500.0
C12291,0.0,0.333333,0,192.787345,227.924469,0.0,0.0,0.0,0.333333,0.0,0.0,0,4000.0
C12292,184.68,1.0,12,2837.204108,350.27437,0.0,0.0,184.68,1.0,0.0,0.0,0,2900.0
C12293,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,6000.0
C12294,0.0,0.0,0,559.556519,335.731533,0.0,0.0,0.0,0.0,243.61411,0.083333,1,1800.0
C12295,2746.84,1.0,59,2562.579256,193.157628,2170.0,0.916667,576.84,0.916667,0.0,0.0,0,2500.0
C12296,1219.39,0.666667,8,4115.217914,382.658882,464.39,0.166667,755.0,0.416667,4473.3497,0.25,8,2000.0
C12297,0.0,0.0,0,279.782836,515.444012,0.0,0.0,0.0,0.0,126.637116,0.166667,3,1500.0
C12298,318.79,0.2,2,603.896667,56.679587,318.79,0.2,0.0,0.0,0.0,0.0,0,6000.0
C12299,0.0,0.0,0,50.406698,250.170305,0.0,0.0,0.0,0.0,68.919596,0.083333,1,600.0
C12300,872.94,0.916667,24,721.050386,167.657169,137.3,0.333333,735.64,0.916667,0.0,0.0,0,10000.0
C12301,388.54,0.416667,5,377.974097,24.499337,0.0,0.0,388.54,0.416667,0.0,0.0,0,12000.0
C12302,1798.66,0.916667,36,1156.783897,1615.317615,1364.22,0.583333,434.44,0.916667,1569.577102,0.416667,6,9000.0
C12303,279.56,0.666667,8,347.911693,146.317275,0.0,0.0,279.56,0.583333,0.0,0.0,0,3000.0
C12304,0.0,0.0,0,538.443435,484.32512,0.0,0.0,0.0,0.0,157.152652,0.083333,1,2000.0
C12305,2417.91,0.583333,21,3468.393326,261.268016,2303.91,0.5,114.0,0.166667,3508.775536,0.166667,9,8000.0
C12306,826.77,1.0,18,1182.627097,1332.067827,664.21,1.0,162.56,0.333333,0.0,0.0,0,1500.0
C12307,0.0,0.0,0,161.400987,183.86589,0.0,0.0,0.0,0.0,45.026228,0.111111,1,1000.0
C12308,916.46,0.583333,12,2243.559789,164.15189,527.78,0.416667,388.68,0.333333,0.0,0.0,0,10500.0
C12309,251.38,0.909091,12,2853.276447,367.503207,101.28,0.181818,150.1,0.909091,506.605228,0.181818,3,7500.0
C12310,0.0,0.0,0,15884.69746,1078.537276,0.0,0.0,0.0,0.0,17278.53864,0.833333,56,12000.0
C12311,1196.35,1.0,37,1597.772035,174.857103,945.79,1.0,250.56,0.5,0.0,0.0,0,5500.0
C12312,1443.33,0.083333,1,1027.149996,1420.666789,1443.33,0.083333,0.0,0.0,0.0,0.0,0,6000.0
C12313,400.0,0.083333,1,137.20573,71.377094,400.0,0.083333,0.0,0.0,0.0,0.0,0,4000.0
C12314,899.58,1.0,34,850.186851,1212.047288,413.28,0.25,486.3,1.0,450.252732,0.166667,4,2500.0
C12315,1224.99,1.0,26,1130.359054,166.788652,0.0,0.0,1224.99,1.0,0.0,0.0,0,7500.0
C12316,0.0,0.0,0,3633.579097,577.463579,0.0,0.0,0.0,0.0,3936.354616,0.272727,5,1800.0
C12317,112.57,0.25,3,595.55337,379.959706,112.57,0.25,0.0,0.0,70.564078,0.083333,1,1800.0
C12318,0.0,0.0,0,1373.649725,362.565529,0.0,0.0,0.0,0.0,2034.69483,0.333333,14,2000.0
C12319,1245.33,0.5,18,1287.745322,1531.220292,1245.33,0.5,0.0,0.0,2697.454999,0.583333,10,7000.0
C12320,140.2,1.0,12,432.72779,591.069406,140.2,1.0,0.0,0.0,0.0,0.0,0,6500.0
C12321,3618.19,1.0,40,3570.597218,53.62807,2804.79,1.0,813.4,0.5,0.0,0.0,0,15000.0
C12322,270.97,0.333333,7,1293.523382,181.597864,107.15,0.333333,163.82,0.25,0.0,0.0,0,10000.0
C12323,792.14,0.916667,18,397.388693,706.199917,703.58,0.5,88.56,0.75,0.0,0.0,0,1500.0
C12324,453.91,0.583333,8,350.387978,228.165965,318.91,0.333333,135.0,0.25,927.939586,0.5,8,6000.0
C12325,654.0,1.0,17,1149.733036,3175.27696,300.0,0.166667,354.0,1.0,0.0,0.0,0,2400.0
C12326,540.0,0.818182,9,2136.389192,247.620077,540.0,0.818182,0.0,0.0,0.0,0.0,0,4000.0
C12327,1910.13,1.0,35,5142.624134,425.204466,1852.06,0.916667,58.07,0.166667,0.0,0.0,0,13000.0
C12329,687.97,0.416667,11,2358.946309,1898.480847,542.97,0.083333,145.0,0.25,3406.90934,0.666667,12,7500.0
C12330,5835.57,1.0,53,6083.426724,204.763572,3974.7,0.833333,1860.87,0.75,0.0,0.0,0,9000.0
C12331,1060.0,0.111111,1,189.106448,213.863185,1060.0,0.111111,0.0,0.0,0.0,0.0,0,2100.0
C12332,11507.4,1.0,148,10414.467,258.364994,5904.78,1.0,5602.62,1.0,0.0,0.0,0,10500.0
C12333,290.0,0.75,9,326.635918,158.281177,0.0,0.0,290.0,0.583333,0.0,0.0,0,6000.0
C12334,80.0,0.083333,1,1963.299182,2141.764453,80.0,0.083333,0.0,0.0,1147.891529,0.25,3,15000.0
C12335,45.65,0.083333,1,335.809644,442.354727,45.65,0.083333,0.0,0.0,19.995297,0.083333,1,1000.0
C12336,6842.23,1.0,112,5588.683151,280.509038,4938.13,1.0,1904.1,1.0,0.0,0.0,0,3500.0
C12337,211.22,0.6,6,1664.863771,168.230369,83.0,0.1,128.22,0.5,3214.78962,0.2,23,3500.0
C12338,470.54,0.75,14,11721.86573,1183.292044,139.38,0.333333,331.16,0.583333,8753.243163,0.916667,39,10000.0
C12339,1450.0,0.125,1,397.090516,227.143184,1450.0,0.125,0.0,0.0,0.0,0.0,0,1500.0
C12340,170.07,0.166667,2,248.81801,264.497515,118.2,0.166667,51.87,0.166667,0.0,0.0,0,6000.0
C12341,105.78,0.416667,6,199.171196,88.814442,105.78,0.416667,0.0,0.0,0.0,0.0,0,3500.0
C12342,330.89,0.5,7,703.005516,720.646441,71.4,0.083333,259.49,0.416667,2649.967098,0.416667,18,6000.0
C12343,897.42,0.916667,27,965.182597,191.931603,684.12,0.916667,213.3,0.583333,0.0,0.0,0,7000.0
C12344,0.0,0.0,0,317.211622,531.398722,0.0,0.0,0.0,0.0,72.681585,0.083333,1,1500.0
C12345,316.78,0.75,15,1308.806298,248.833196,0.0,0.0,316.78,0.75,0.0,0.0,0,4500.0
C12346,426.83,0.416667,5,195.490843,88.384521,426.83,0.416667,0.0,0.0,0.0,0.0,0,6000.0
C12347,4340.42,1.0,59,16616.23528,1688.710521,3608.17,1.0,732.25,0.916667,7028.901031,0.833333,29,11500.0
C12348,1672.35,0.666667,15,1437.155317,287.831911,1571.35,0.5,101.0,0.416667,310.806852,0.25,3,5500.0
C12349,448.07,0.25,7,3537.693441,1105.400886,448.07,0.25,0.0,0.0,3474.764847,0.333333,4,3000.0
C12350,219.37,1.0,12,216.850592,76.604414,219.37,1.0,0.0,0.0,0.0,0.0,0,6000.0
C12351,724.83,0.583333,7,1462.037592,3397.732291,0.0,0.0,724.83,0.583333,0.0,0.0,0,1500.0
C12352,29.6,0.083333,1,1576.039085,108.744838,29.6,0.083333,0.0,0.0,838.60032,0.083333,2,6000.0
C12353,144.49,0.416667,6,348.50421,417.305741,144.49,0.416667,0.0,0.0,0.0,0.0,0,1500.0
C12354,252.0,0.166667,3,833.515706,592.475313,252.0,0.166667,0.0,0.0,0.0,0.0,0,1800.0
C12355,788.14,0.166667,2,1041.707049,192.452296,788.14,0.166667,0.0,0.0,0.0,0.0,0,9000.0
C12356,1141.24,0.666667,12,1225.983876,2595.332901,999.08,0.166667,142.16,0.583333,0.0,0.0,0,1200.0
C12357,2702.57,1.0,32,1942.140315,188.998017,1942.77,0.5,759.8,0.75,0.0,0.0,0,3000.0
C12358,1286.34,1.0,35,1470.711716,2972.477983,0.0,0.0,1286.34,1.0,0.0,0.0,0,2100.0
C12359,2469.28,0.916667,33,1226.857482,2016.38299,905.98,0.583333,1563.3,0.833333,5839.680075,0.666667,27,8000.0
C12360,161.5,0.166667,1,912.737392,114.337421,161.5,0.166667,0.0,0.0,0.0,0.0,0,3000.0
C12361,96.2,0.833333,10,326.168469,202.58767,0.0,0.0,96.2,0.833333,0.0,0.0,0,9000.0
C12362,2329.12,1.0,31,812.097275,231.774034,1567.22,0.916667,761.9,0.583333,0.0,0.0,0,5500.0
C12363,0.0,0.0,0,323.642185,429.538368,0.0,0.0,0.0,0.0,37.691257,0.166667,2,1500.0
C12364,1083.12,1.0,24,383.231247,659.560532,0.0,0.0,1083.12,1.0,0.0,0.0,0,4000.0
C12365,1155.4,0.083333,1,1264.974166,116.244107,1155.4,0.083333,0.0,0.0,0.0,0.0,0,2000.0
C12366,45.65,0.090909,1,287.581425,371.232319,45.65,0.090909,0.0,0.0,0.0,0.0,0,1200.0
C12367,4399.07,1.0,80,1834.501318,1864.863139,3705.13,1.0,693.94,0.333333,1838.093797,0.25,4,11150.0
C12368,67.44,0.083333,1,82.000743,57.564463,67.44,0.083333,0.0,0.0,0.0,0.0,0,4000.0
C12369,181.63,0.916667,13,2588.459613,960.647101,181.63,0.916667,0.0,0.0,2252.747969,0.5,17,1800.0
C12370,0.0,0.0,0,276.229102,362.442402,0.0,0.0,0.0,0.0,1350.155793,0.090909,1,1500.0
C12371,0.0,0.0,0,1402.659723,372.641361,0.0,0.0,0.0,0.0,1145.252721,0.25,4,1200.0
C12372,1593.29,1.0,36,1660.750541,188.340279,214.2,0.25,1379.09,0.916667,0.0,0.0,0,7000.0
C12373,0.0,0.0,0,1026.076088,1478.485801,0.0,0.0,0.0,0.0,1270.287892,0.416667,9,7000.0
C12374,398.64,1.0,12,364.300862,449.07262,0.0,0.0,398.64,1.0,0.0,0.0,0,1500.0
C12375,0.0,0.0,0,360.729411,335.993476,0.0,0.0,0.0,0.0,1374.764359,0.090909,1,1500.0
C12376,0.0,0.0,0,2924.470714,195.294122,0.0,0.0,0.0,0.0,3776.644822,0.166667,2,6000.0
C12377,0.0,0.0,0,1417.970244,1809.974326,0.0,0.0,0.0,0.0,3318.487381,0.333333,8,7500.0
C12378,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,7000.0
C12381,312.1,0.583333,7,497.127166,145.605731,0.0,0.0,312.1,0.583333,0.0,0.0,0,2000.0
C12382,1562.43,1.0,42,1851.996908,1178.476722,249.24,0.25,1313.19,1.0,0.0,0.0,0,13000.0
C12383,1721.66,1.0,27,1065.894938,1173.307383,551.17,0.5,1170.49,1.0,0.0,0.0,0,10000.0
C12384,8665.38,1.0,104,8216.880805,240.601287,6120.4,1.0,2544.98,1.0,0.0,0.0,0,9500.0
C12385,1036.68,0.916667,22,2790.066228,1281.453534,150.0,0.083333,886.68,0.833333,1789.779133,0.333333,11,1700.0
C12386,0.0,0.0,0,470.841807,912.479272,0.0,0.0,0.0,0.0,1307.898095,0.083333,2,3000.0
C12387,1439.49,1.0,31,1323.74446,200.986504,593.0,0.166667,846.49,1.0,0.0,0.0,0,6000.0
C12388,190.45,0.166667,2,155.609598,66.465635,190.45,0.166667,0.0,0.0,49.196465,0.083333,1,8500.0
C12389,1151.91,0.714286,13,632.225833,350.841821,615.85,0.285714,536.06,0.571429,442.688396,0.285714,2,1000.0
C12390,724.52,1.0,13,529.362717,189.362616,200.0,0.083333,524.52,1.0,0.0,0.0,0,4000.0
C12391,715.51,0.75,11,918.003032,792.902894,109.0,0.083333,606.51,0.583333,494.573662,0.083333,1,3500.0
C12392,0.0,0.0,0,197.631228,214.62422,0.0,0.0,0.0,0.0,77.012362,0.083333,1,1000.0
C12393,0.0,0.0,0,290.331406,353.360027,0.0,0.0,0.0,0.0,58.697369,0.25,3,1200.0
C12394,158.34,0.333333,4,182.175514,55.480481,0.0,0.0,158.34,0.333333,0.0,0.0,0,6000.0
C12395,173.48,0.166667,3,869.253948,4682.965732,173.48,0.166667,0.0,0.0,382.582455,0.166667,6,3000.0
C12396,0.0,0.0,0,2161.530837,55.542128,0.0,0.0,0.0,0.0,519.538738,0.083333,5,6000.0
C12397,117.32,0.25,3,4017.742718,273.139411,117.32,0.25,0.0,0.0,5573.767921,0.5,7,1500.0
C12398,1049.0,1.0,14,1072.021707,153.531842,0.0,0.0,1049.0,1.0,0.0,0.0,0,5000.0
C12399,23.91,0.333333,4,31.845894,22.081988,23.91,0.333333,0.0,0.0,0.0,0.0,0,15500.0
C12400,1132.36,1.0,43,410.973222,405.230106,377.44,0.333333,754.92,1.0,0.0,0.0,0,2500.0
C12401,82.0,0.083333,2,350.773984,215.834479,82.0,0.083333,0.0,0.0,0.0,0.0,0,4200.0
C12402,0.0,0.0,0,3447.733455,1608.111732,0.0,0.0,0.0,0.0,2506.083985,0.25,6,18000.0
C12403,664.61,0.666667,15,453.692206,358.574883,45.7,0.083333,618.91,0.5,945.736707,0.166667,3,7500.0
C12404,2251.62,0.916667,20,2258.1657,169.123707,1964.05,0.666667,287.57,0.5,141.021854,0.083333,1,9500.0
C12405,2514.3,1.0,32,2095.014385,1960.982734,985.11,0.666667,1529.19,1.0,0.0,0.0,0,5000.0
C12406,179.0,0.857143,6,308.793382,73.19845,0.0,0.0,179.0,0.714286,0.0,0.0,0,4000.0
C12407,3108.01,1.0,16,3166.91554,175.704497,0.0,0.0,3108.01,1.0,0.0,0.0,0,10500.0
C12408,93.31,0.083333,1,670.719989,949.520589,93.31,0.083333,0.0,0.0,789.697144,0.166667,2,3500.0
C12409,2877.09,1.0,51,2975.275558,112.893466,1561.04,0.333333,1316.05,1.0,204.935422,0.083333,2,3500.0
C12410,2331.68,0.75,34,2543.033209,1237.405459,1088.04,0.333333,1243.64,0.666667,10291.12574,0.583333,10,17500.0
C12411,11.41,0.166667,2,7280.584479,1013.780486,11.41,0.166667,0.0,0.0,0.0,0.0,0,10000.0
C12412,3873.5,1.0,50,3729.948989,436.253648,2642.14,1.0,1231.36,1.0,2306.919698,0.416667,6,8500.0
C12413,538.51,0.333333,4,1355.948713,1471.164439,538.51,0.333333,0.0,0.0,7232.069823,0.666667,20,12000.0
C12414,775.0,0.583333,8,920.748289,784.929199,365.0,0.166667,410.0,0.416667,0.0,0.0,0,8500.0
C12415,398.08,0.416667,9,8092.781701,872.208375,0.0,0.0,398.08,0.416667,6694.105562,0.583333,20,8000.0
C12416,0.0,0.0,0,2657.196453,4431.645308,0.0,0.0,0.0,0.0,4253.311089,0.5,10,6000.0
C12417,0.0,0.0,0,168.100048,237.414459,0.0,0.0,0.0,0.0,4058.539188,0.571429,15,10000.0
C12418,1763.89,1.0,195,2557.841292,2268.544117,258.43,0.25,1505.46,1.0,0.0,0.0,0,6500.0
C12419,405.61,0.916667,23,612.674738,130.269702,0.0,0.0,405.61,0.916667,0.0,0.0,0,2200.0
C12420,818.64,1.0,24,976.831849,1926.566967,0.0,0.0,818.64,1.0,0.0,0.0,0,1000.0
C12421,0.0,0.0,0,3246.575307,866.693315,0.0,0.0,0.0,0.0,4524.312762,0.25,4,5000.0
C12422,983.24,0.166667,4,3468.13596,2412.958258,983.24,0.166667,0.0,0.0,2329.181013,0.333333,7,14000.0
C12423,611.71,0.5,11,1019.527645,273.627647,591.71,0.5,20.0,0.166667,0.0,0.0,0,1200.0
C12424,627.23,0.75,17,1030.373212,521.492992,493.48,0.75,133.75,0.333333,1055.558646,0.25,3,2500.0
C12425,0.0,0.0,0,1348.018275,1101.578675,0.0,0.0,0.0,0.0,966.297398,0.083333,2,9500.0
C12426,0.0,0.0,0,1065.666403,160.863666,0.0,0.0,0.0,0.0,899.346012,0.083333,2,1200.0
C12427,878.29,0.583333,13,883.744982,858.064557,631.27,0.5,247.02,0.25,0.0,0.0,0,8500.0
C12428,1787.83,1.0,61,574.055852,259.977392,126.24,0.083333,1661.59,1.0,458.961661,0.083333,1,4000.0
C12429,299.9,0.25,3,502.64224,204.447891,299.9,0.25,0.0,0.0,0.0,0.0,0,4200.0
C12430,875.38,1.0,16,688.546903,196.362677,0.0,0.0,875.38,1.0,0.0,0.0,0,6500.0
C12431,380.0,0.333333,6,415.924157,247.45192,380.0,0.333333,0.0,0.0,1004.279993,0.5,11,1200.0
C12432,2354.06,1.0,51,2230.320729,224.547489,215.87,0.333333,2138.19,1.0,0.0,0.0,0,4000.0
C12433,2530.12,1.0,85,3275.790625,594.769152,2530.12,1.0,0.0,0.0,157.109678,0.083333,3,2500.0
C12434,1168.75,0.916667,11,3906.738592,3379.593046,0.0,0.0,1168.75,0.916667,3183.037625,0.25,5,16500.0
C12435,2066.08,1.0,41,2597.718416,201.214315,1245.3,1.0,820.78,1.0,0.0,0.0,0,7500.0
C12436,9113.78,1.0,128,7035.994095,243.938058,6138.57,1.0,2975.21,1.0,0.0,0.0,0,12000.0
C12437,824.77,0.666667,25,534.728641,892.117717,377.81,0.416667,446.96,0.5,1214.495468,0.333333,6,1800.0
C12438,0.0,0.0,0,3112.377295,3102.98565,0.0,0.0,0.0,0.0,648.228793,0.083333,1,2400.0
C12439,0.0,0.0,0,8946.495566,153.782546,0.0,0.0,0.0,0.0,4679.312402,0.25,8,17000.0
C12440,462.7,0.5,7,1193.383862,114.183944,162.7,0.083333,300.0,0.416667,0.0,0.0,0,1800.0
C12441,462.99,0.833333,12,519.307161,157.208204,0.0,0.0,462.99,0.833333,0.0,0.0,0,13500.0
C12442,1624.05,0.5,13,3794.796448,559.169569,1205.75,0.25,418.3,0.333333,0.0,0.0,0,8500.0
C12443,0.0,0.0,0,1968.065171,188.435841,0.0,0.0,0.0,0.0,972.223685,0.083333,1,4000.0
C12444,233.9,0.428571,5,33.010201,53.9438,233.9,0.428571,0.0,0.0,0.0,0.0,0,10500.0
C12445,504.2,1.0,20,476.370018,130.862225,0.0,0.0,504.2,1.0,0.0,0.0,0,1000.0
C12446,7184.73,1.0,78,2250.502094,3745.116848,6519.19,0.583333,665.54,0.916667,0.0,0.0,0,11500.0
C12447,324.96,1.0,12,938.073283,2927.486552,0.0,0.0,324.96,1.0,1392.925291,0.25,5,5500.0
C12448,0.0,0.0,0,411.517239,765.751845,0.0,0.0,0.0,0.0,93.437109,0.166667,3,2000.0
C12449,946.0,0.75,18,804.255916,169.229664,536.0,0.25,410.0,0.416667,0.0,0.0,0,6500.0
C12450,0.0,0.0,0,164.003621,254.022569,0.0,0.0,0.0,0.0,1433.85482,0.125,4,1500.0
C12451,0.0,0.0,0,1064.575065,587.957563,0.0,0.0,0.0,0.0,107.710567,0.083333,1,7000.0
C12452,1176.93,1.0,23,1319.009967,64.517961,0.0,0.0,1176.93,1.0,0.0,0.0,0,7500.0
C12453,225.6,1.0,12,268.500244,29.584288,0.0,0.0,225.6,1.0,0.0,0.0,0,4000.0
C12454,847.88,0.666667,11,757.48839,193.758424,0.0,0.0,847.88,0.666667,0.0,0.0,0,5000.0
C12455,1893.89,1.0,27,1607.021526,1480.26633,1543.89,1.0,350.0,0.416667,970.708796,0.083333,1,9500.0
C12456,1878.54,0.5,14,3185.017063,1079.066979,1198.89,0.333333,679.65,0.333333,1154.965664,0.416667,8,3500.0
C12457,2542.61,1.0,27,3158.530331,192.272514,696.08,0.583333,1846.53,1.0,0.0,0.0,0,7500.0
C12458,0.0,0.0,0,696.538922,1095.734566,0.0,0.0,0.0,0.0,7216.489768,0.583333,9,10000.0
C12459,366.68,0.333333,4,679.431948,126.692506,0.0,0.0,366.68,0.333333,175.284005,0.166667,2,3000.0
C12460,123.24,0.166667,2,9438.180272,1961.413154,123.24,0.166667,0.0,0.0,7949.596045,0.666667,32,14500.0
C12461,803.22,1.0,21,866.009167,1038.182688,0.0,0.0,803.22,0.916667,901.628291,0.166667,3,1000.0
C12462,0.0,0.0,0,5878.42845,1719.694161,0.0,0.0,0.0,0.0,6218.171457,0.666667,23,7000.0
C12463,177.0,0.083333,1,170.47103,221.171027,177.0,0.083333,0.0,0.0,0.0,0.0,0,1950.0
C12464,4201.13,1.0,82,6091.906636,830.39506,3802.21,0.75,398.92,1.0,3306.574157,0.166667,11,5500.0
C12465,1126.68,0.833333,20,1382.179262,1438.031851,1033.6,0.416667,93.08,0.666667,1831.160025,0.333333,5,7000.0
C12466,0.0,0.0,0,714.738754,799.591816,0.0,0.0,0.0,0.0,236.955668,0.25,4,3000.0
C12467,263.04,0.083333,1,4228.186416,325.737106,263.04,0.083333,0.0,0.0,1460.777849,0.166667,3,2300.0
C12468,2610.3,1.0,34,2217.869091,219.629629,902.6,0.416667,1707.7,1.0,0.0,0.0,0,8500.0
C12469,0.0,0.0,0,303.052882,453.831541,0.0,0.0,0.0,0.0,916.37094,0.083333,2,2400.0
C12470,0.0,0.0,0,1171.807751,848.973008,0.0,0.0,0.0,0.0,3417.227455,0.666667,9,4000.0
C12471,5446.88,0.916667,45,5623.305898,233.917424,3466.22,0.25,1980.66,0.916667,0.0,0.0,0,9500.0
C12472,140.6,0.083333,2,1151.202909,1489.130441,140.6,0.083333,0.0,0.0,953.934018,0.25,3,5500.0
C12473,9134.26,1.0,65,3579.298838,1148.902535,2002.9,0.25,7131.36,1.0,0.0,0.0,0,10500.0
C12474,3044.6,0.166667,2,8987.534163,332.787755,3044.6,0.166667,0.0,0.0,684.269093,0.083333,1,3000.0
C12475,153.18,0.416667,11,99.085409,145.637604,61.9,0.083333,91.28,0.416667,0.0,0.0,0,2500.0
C12476,1175.35,0.75,19,2949.673416,3098.62505,1031.85,0.583333,143.5,0.416667,2271.555171,0.583333,11,14000.0
C12477,522.0,1.0,14,472.580919,15584.09742,0.0,0.0,522.0,1.0,0.0,0.0,0,1000.0
C12478,1160.66,1.0,37,1152.518504,32.376453,34.9,0.083333,1125.76,0.916667,0.0,0.0,0,1500.0
C12479,3042.08,1.0,98,2764.893686,246.737259,1419.07,1.0,1623.01,1.0,0.0,0.0,0,8500.0
C12480,765.0,0.125,1,204.464151,146.352314,765.0,0.125,0.0,0.0,0.0,0.0,0,2000.0
C12481,1595.93,0.454545,25,905.844846,2376.919568,1595.93,0.454545,0.0,0.0,4359.32575,0.545455,17,6000.0
C12482,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,6000.0
C12483,890.0,0.583333,7,640.607666,289.747401,400.0,0.083333,490.0,0.416667,0.0,0.0,0,3000.0
C12484,2226.06,1.0,14,2507.587709,97.944748,0.0,0.0,2226.06,1.0,0.0,0.0,0,8500.0
C12485,110.0,0.083333,1,697.009124,1117.265123,110.0,0.083333,0.0,0.0,1134.891542,0.166667,7,1200.0
C12486,0.0,0.0,0,854.431761,681.959088,0.0,0.0,0.0,0.0,2928.671045,0.083333,2,9000.0
C12487,62.7,0.083333,1,125.780361,164.519883,62.7,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C12488,587.34,1.0,14,549.036894,139.958805,0.0,0.0,587.34,1.0,0.0,0.0,0,11500.0
